circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,HIGHVALUE SR NAGAR NORTH,DOMESTIC,1,15,15.0,5080.0,98.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,I.G.PURAM,DOMESTIC,1,1019,949.0,170408.0,951.79
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,LEELA NAGAR  ,DOMESTIC,1,1088,1055.0,323913.0,3723.92
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,MODEL COLONY APARTMENTS,DOMESTIC,1,559,555.0,203746.0,2263.62
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,NABARD QUARTERS,DOMESTIC,1,175,171.0,36669.0,427.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,NEEMKAR COLONY,DOMESTIC,1,1084,1063.0,208841.0,1851.32
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,S R NAGAR NORTH B TYPE ,DOMESTIC,1,239,230.0,54861.0,590.3
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,S R NAGAR NORTH EWS,DOMESTIC,1,408,405.0,64779.0,717.83
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,S.R.NAGAR (NORTH),DOMESTIC,1,772,756.0,126283.0,1602.41
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,S.R.NAGAR (SOUTH),DOMESTIC,1,760,727.0,185574.0,1892.69
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,S.R.NAGAR(NORTH) APTS.,DOMESTIC,1,950,929.0,272168.0,3181.64
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,SCIENTIFIC COLONY,DOMESTIC,1,861,831.0,165395.0,1595.25
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,SWARAJ NAGAR,DOMESTIC,1,910,887.0,137705.0,1001.99
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,SWARAJ NAGAR (SOUTH),DOMESTIC,1,345,329.0,54532.0,385.16
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,VINAYAK NAGAR,DOMESTIC,1,474,427.0,54300.0,396.76
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,VINAYAKRAO NAGAR,DOMESTIC,1,879,860.0,115155.0,975.09
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,AVANTHI NAGAR,DOMESTIC,1,1254,1245.0,203200.0,1812.3
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,AVANTHI NAGAR THOTA,DOMESTIC,1,1080,1071.0,140635.0,1466.5
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,AVANTHI NAGAR THOTA EAST,DOMESTIC,1,884,883.0,121133.0,1209.88
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,AVANTHI NAGAR THOTA NEW II,DOMESTIC,1,755,750.0,102412.0,975.37
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,BALAJI SWARNA PURI,DOMESTIC,1,837,826.0,245797.0,2423.8
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,CHATRAPATHI SHIVAJI NAGAR,DOMESTIC,1,207,204.0,27185.0,207.3
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,CT METERS HV(GRC) ERRAGADDA,DOMESTIC,1,28,28.0,59371.0,999.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,ECE QUARTERS,DOMESTIC,1,1351,1347.0,382932.0,5191.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,ERRAGADDA,DOMESTIC,1,1457,1447.0,306565.0,2352.18
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,ERRRAGADDA,DOMESTIC,1,573,552.0,91714.0,699.84
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,GOUTHAM PURI,DOMESTIC,1,200,200.0,48269.0,459.9
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,GRC HV ERRAGADDA,DOMESTIC,1,28,28.0,24935.0,313.46
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,HEMAWATHI NAGAR,DOMESTIC,1,707,691.0,87480.0,729.78
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,KALPATARU RESIDENCY,DOMESTIC,1,576,576.0,4288.0,2880.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,MOTHI NAGAR,DOMESTIC,1,533,528.0,130930.0,1336.85
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,MOTHI NAGAR (EXTN),DOMESTIC,1,539,531.0,100087.0,1055.96
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,MOTINAGAR (NORTH),DOMESTIC,1,783,777.0,216792.0,2250.79
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NATRAJ NAGAR,DOMESTIC,1,730,726.0,125031.0,878.63
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NETAJI NAGAR,DOMESTIC,1,867,860.0,149838.0,1017.62
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NETAJI NAGAR II,DOMESTIC,1,849,843.0,155534.0,941.97
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NEW ERRAGADDA,DOMESTIC,1,661,661.0,101730.0,1022.38
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NEW SHASTRY NAGAR,DOMESTIC,1,363,354.0,103319.0,944.49
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,OLD SHASTRY NAGAR,DOMESTIC,1,283,281.0,32373.0,323.1
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,OLD SULTAN NAGAR,DOMESTIC,1,406,400.0,50571.0,440.39
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,PANDURANGA NAGAR,DOMESTIC,1,1384,1376.0,258396.0,2430.02
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,PREM NAGAR,DOMESTIC,1,1152,1108.0,163827.0,1462.33
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,PREM NAGAR - II,DOMESTIC,1,553,546.0,81625.0,673.02
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,S.N.R.CO-OP SOCIETY,DOMESTIC,1,878,876.0,246023.0,2458.53
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SANJAY NAGAR,DOMESTIC,1,528,519.0,82780.0,616.96
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SHANKARLAL NAGAR (B),DOMESTIC,1,669,652.0,89596.0,711.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SHANKARLAL NAGAR (S),DOMESTIC,1,401,394.0,71428.0,462.08
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SHANKARLAL NAGAR POCHAMMA TEMP,DOMESTIC,1,395,395.0,55201.0,503.06
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SHREEMUKH BUILDERS,DOMESTIC,1,376,376.0,166097.0,1918.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SULTAN NAGAR,DOMESTIC,1,570,563.0,99309.0,673.86
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SULTHAN NAGAR II,DOMESTIC,1,536,530.0,95473.0,603.32
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,VENKATESWARA COLONY,DOMESTIC,1,325,323.0,63681.0,529.3
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,ZEHRA GULSHAN BAGH,DOMESTIC,1,98,93.0,20453.0,127.44
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,BABA SAILANI NAGAR,DOMESTIC,1,718,691.0,105565.0,571.78
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,BANJARA NAGAR (SOUTH),DOMESTIC,1,467,455.0,77664.0,480.52
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,BHARAT NAGAR,DOMESTIC,1,648,626.0,109373.0,566.73
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,BRAHMA SHANKAR NAGAR,DOMESTIC,1,481,473.0,60432.0,399.15
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,GANGA NAGAR,DOMESTIC,1,454,448.0,65561.0,555.61
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,GRC HV MOTINAGAR,DOMESTIC,1,13,13.0,2823.0,59.5
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,H.F.NAGAR,DOMESTIC,1,1471,1442.0,211529.0,1425.2
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,"NEW ZOHRANAGAR,RD 10,B.HILLS",DOMESTIC,1,925,898.0,295042.0,3257.32
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,PANJAGUTTA POLICE QRTS.,DOMESTIC,1,213,162.0,27490.0,402.28
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.14 AMRUTHA ENCLEVE APARTMET,DOMESTIC,1,91,91.0,37046.0,292.32
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.14 POSH AREA@APARTMENTS,DOMESTIC,1,924,889.0,523209.0,5057.86
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.2 MAIN ROAD,DOMESTIC,1,884,837.0,381675.0,4390.96
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.4 APARTMENTS,DOMESTIC,1,430,425.0,175376.0,2588.2
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.4 INDIVIDUAL SERVICES,DOMESTIC,1,511,495.0,100503.0,925.14
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.5 PASH AREA@APARTMENTS,DOMESTIC,1,506,500.0,258529.0,2913.7
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.5&6 D.K.BASTI &APARTMENTS,DOMESTIC,1,799,756.0,125774.0,891.88
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.7 APARTMENTS,DOMESTIC,1,76,76.0,49231.0,577.3
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.7 INDIVIDUAL SERVICES,DOMESTIC,1,441,440.0,162797.0,1593.5
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD NO 8 9 AND 10,DOMESTIC,1,965,889.0,475206.0,5168.82
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD NO. 11,DOMESTIC,1,628,608.0,308783.0,3265.19
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD NO.1 BANJARA HILLS,DOMESTIC,1,97,85.0,41450.0,663.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SHOWKATH NGR & KBR PARK LINE,DOMESTIC,1,565,555.0,171370.0,1439.36
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SINGADI KUNTA ,DOMESTIC,1,2358,2245.0,549543.0,4462.86
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SRINIKETAN COLONY,DOMESTIC,1,353,344.0,142637.0,1395.39
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,UDAYANAGAR,DOMESTIC,1,1913,1850.0,242870.0,2012.44
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,,DOMESTIC,1,3,,0.0,9.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,ABN&BJR&NNN&PATEL NAGAR,DOMESTIC,1,2089,1832.0,201742.0,1601.02
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,APARTMENTS SERVICES RD NO.12,DOMESTIC,1,641,613.0,202272.0,2823.54
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"BADRUKA APTS,ROCK ROOF APTS",DOMESTIC,1,618,606.0,171210.0,2034.06
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,BALREDDY NAGAR,DOMESTIC,1,1509,1271.0,142873.0,968.6
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,BHOLA NAGAR RD NO-12 B HILLS,DOMESTIC,1,156,134.0,24844.0,204.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,D.D.N - VINAYAK NAGAR,DOMESTIC,1,1251,1206.0,148376.0,1042.72
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,DURGA BHAVANI NAGAR,DOMESTIC,1,1043,821.0,84275.0,751.71
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,GOVT SERVICES,DOMESTIC,1,38,38.0,57264.0,279.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,GRC,DOMESTIC,1,246,242.0,349252.0,6243.32
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,GRC HIGH VALUES RDNO-12,DOMESTIC,1,232,230.0,331506.0,4368.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,GRC-FILM NGR-MLA COLONY,DOMESTIC,1,301,296.0,558176.0,7903.5
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,GYANI JAIL SINGH NAGAR,DOMESTIC,1,1095,948.0,112446.0,818.92
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"J HILLS, 71,72,73,74,75,76,77",DOMESTIC,1,731,680.0,322993.0,3423.03
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"J HILLS,78,79,80,81,82",DOMESTIC,1,998,922.0,371046.0,3713.43
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,JOURNALIST A&B NANDAGIRI HILLS,DOMESTIC,1,851,804.0,242179.0,3610.86
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,JUBILEE HILLS ROAD NO.92,DOMESTIC,1,1511,1479.0,730791.0,8996.01
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,M L A COLONY,DOMESTIC,1,1298,1242.0,661845.0,7208.13
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,M.G NAGAR,DOMESTIC,1,801,669.0,67028.0,435.56
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,MRNC COLONY,DOMESTIC,1,1832,1661.0,210844.0,1545.02
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,N B NAGAR,DOMESTIC,1,662,622.0,93054.0,714.99
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,N B T NAGAR,DOMESTIC,1,1757,1684.0,256173.0,2025.92
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,NBT NAGAR B,DOMESTIC,1,1616,1583.0,241388.0,1906.12
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,PENSION OFIC TO RDNO-12 S.S,DOMESTIC,1,414,387.0,200345.0,1733.81
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,PRASHASAN NAGAR,DOMESTIC,1,753,738.0,238701.0,3668.02
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,RDNO-12 COMAAN TO OMEGA OPPOSI,DOMESTIC,1,634,606.0,354512.0,3690.71
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"ROAD NO. 13, B HILLS",DOMESTIC,1,575,546.0,234506.0,2229.2
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,SRIRAMNAGAR,DOMESTIC,1,1659,1631.0,257180.0,2315.1
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,SYED NAGAR,DOMESTIC,1,591,538.0,94008.0,682.4
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,TRS BHAVAN TO MINISTERS QRTERS,DOMESTIC,1,557,535.0,300834.0,3208.5
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,ASWINI & HUDA ENCLAVE,DOMESTIC,1,875,831.0,464529.0,5806.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,CC-CAMERAS,DOMESTIC,1,1,1.0,193.0,1.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,DOMESTIC HT,DOMESTIC,1,25,25.0,311158.0,4478.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GRC HIGH VALUES,DOMESTIC,1,352,352.0,769146.0,10456.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GUTTALA BEGUMPET,DOMESTIC,1,1621,1479.0,547025.0,9373.04
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HIGHVALUE,DOMESTIC,1,367,362.0,784385.0,11192.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,IAS IPS COLONY,DOMESTIC,1,487,481.0,282048.0,2619.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE BILLS  54 TO 60,DOMESTIC,1,387,367.0,210914.0,2073.7
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS 36 TO 44 AND 44A,DOMESTIC,1,241,215.0,133128.0,1426.03
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS 45 TO 53,DOMESTIC,1,491,468.0,224581.0,2330.12
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS RD NO. 10 TO 15,DOMESTIC,1,390,367.0,130569.0,1483.78
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS RD NOS. 1 TO 9,DOMESTIC,1,516,468.0,153507.0,1862.6
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS RD NOS. 26 TO 35,DOMESTIC,1,429,402.0,196927.0,1962.96
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,"JUBILEE HILLS RD NOS.24,25,27",DOMESTIC,1,221,209.0,159334.0,1189.24
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILLE HILLS RD NO. 16 TO 22,DOMESTIC,1,257,231.0,153958.0,1202.75
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,KAKATEEYA HILLS,DOMESTIC,1,1236,1218.0,452420.0,7127.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,MASTANNAGAR RD.NO.46,DOMESTIC,1,765,708.0,97956.0,1175.86
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,NET METERING,DOMESTIC,1,155,154.0,137766.0,1857.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,ROAD NO 36 MAIN ROAD,DOMESTIC,1,26,26.0,38669.0,409.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,(HARIJANA BASTI) SAI NAGAR,DOMESTIC,1,1586,1558.0,240574.0,2558.97
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,ANDHRA BASTHI,DOMESTIC,1,560,558.0,82773.0,1084.47
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"ARUNDHOYA COLONY,JAIHIND ENCLA",DOMESTIC,1,1340,1308.0,276617.0,5432.9
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"ARUNDHOYA,KAVURI,IMAGE GARDEN",DOMESTIC,1,21,17.0,9827.0,331.26
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"CYBER TOWER AREA,PATRIKANAGAR",DOMESTIC,1,46,46.0,65847.0,1029.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,KAVURI HILLS,DOMESTIC,1,79,71.0,47220.0,1271.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"KAVURI HILLS(D-MART),AMAR COOP",DOMESTIC,1,815,771.0,288892.0,3800.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"KUMAR BASTI,NECTAR GARDEN",DOMESTIC,1,914,863.0,236380.0,3398.03
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,MY HOMES APARTMENTS,DOMESTIC,1,573,573.0,261951.0,3950.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"PATRIKANAGAR,JUBILEE ENCLAVE",DOMESTIC,1,1213,1057.0,327226.0,5631.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,TEMPARORY SERVICES,DOMESTIC,1,1,1.0,197.0,5.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"VADARA BASTI,MEGHA,SRIRAM TANK",DOMESTIC,1,1290,1254.0,205016.0,2923.44
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,VINAYAK NAGAR,DOMESTIC,1,908,823.0,211679.0,3130.66
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"VITTAL RAO NAGAR,GAFOORNAGAR",DOMESTIC,1,1456,1442.0,402906.0,8223.26
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,ALLAPUR,DOMESTIC,1,1125,1089.0,158752.0,1239.37
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,ALLAPUR-I,DOMESTIC,1,1005,990.0,189367.0,1114.77
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,AROGYA NAGAR,DOMESTIC,1,990,736.0,96424.0,702.97
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,BABBUGUDA,DOMESTIC,1,779,756.0,118621.0,891.91
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,BANJARA NAGAR,DOMESTIC,1,707,695.0,86592.0,808.54
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,BRAHMA SHANKAR NAGAR,DOMESTIC,1,1135,1048.0,120422.0,996.11
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,GANESH NAGAR,DOMESTIC,1,428,423.0,54250.0,497.95
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,GRC HV BORABANDA,DOMESTIC,1,3,3.0,1324.0,25.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,HARI NAGAR,DOMESTIC,1,425,424.0,44221.0,483.48
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,JYOTHI NAGAR - I,DOMESTIC,1,747,542.0,70493.0,518.18
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,JYOTHI NAGAR - II,DOMESTIC,1,884,730.0,97966.0,694.52
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,KABEER NAGAR,DOMESTIC,1,1053,1036.0,116247.0,1107.78
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,KARMIKA NAGAR (N),DOMESTIC,1,480,445.0,64304.0,458.28
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,KARMIKA NAGAR (S),DOMESTIC,1,376,361.0,49371.0,357.63
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,KARMIKA NAGAR II,DOMESTIC,1,834,814.0,103231.0,899.78
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,MOTHI NAGAR (S),DOMESTIC,1,868,856.0,205208.0,2036.46
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,N.R.R.PURAM SITE - II,DOMESTIC,1,241,234.0,47268.0,257.82
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,N.R.R.PURAM SITE - III,DOMESTIC,1,993,960.0,134663.0,1036.32
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,N.R.R.PURAM-III (W),DOMESTIC,1,305,293.0,46797.0,338.2
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,NATCO SCHOOL,DOMESTIC,1,880,746.0,80554.0,649.26
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,NAVA BHARATH NAGAR,DOMESTIC,1,388,380.0,54222.0,355.7
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,NEW RAMA RAO NAGAR,DOMESTIC,1,518,503.0,59417.0,567.06
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,NSC BOSE NAGAR,DOMESTIC,1,343,304.0,33998.0,344.64
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,PEDDAMMA NAGAR,DOMESTIC,1,607,560.0,62996.0,518.32
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,PRATHIBHA NAGAR,DOMESTIC,1,585,532.0,76115.0,439.44
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,RADHA KRISHNA NAGAR,DOMESTIC,1,655,652.0,92204.0,703.52
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,RAJEEVGANDHI NAGAR,DOMESTIC,1,787,711.0,91427.0,663.56
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,RAMA RAO NAGAR,DOMESTIC,1,1162,1139.0,118731.0,1215.92
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,SHILPI NAGAR,DOMESTIC,1,551,476.0,63306.0,415.05
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,SHIVAJI NAGAR,DOMESTIC,1,740,737.0,90033.0,817.56
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,SNEHAPURI COLONY,DOMESTIC,1,1068,1064.0,151604.0,1416.65
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,SNEHAPURICOLONY II,DOMESTIC,1,1027,1022.0,186857.0,2112.92
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,H.F.NAGAR-II,DOMESTIC,1,1459,1416.0,226318.0,1255.52
